Name,JIF,Category,Keywords,Publisher
Revista Latinoamericana de Estudios sobre Cuerpos Emociones y Sociedad,0.1,SOCIAL ISSUES|Q4|64/67,"['Revista', 'Latinoamericana', 'de', 'Estudios', 'sobre', 'Cuerpos', 'Emociones', 'y', 'Sociedad', 'SOCIAL', 'ISSUES|Q4|64/67']",Universidad Nacional De Cordoba
Revista Perspectiva Empresarial,0.1,BUSINESS|Q4|295/302,"['Revista', 'Perspectiva', 'Empresarial', 'BUSINESS|Q4|295/302']",Universidad Del Valle
Revista Peruana de Ginecologia y Obstetricia,0.1,OBSTETRICS & GYNECOLOGY|Q4|130/136,"['Revista', 'Peruana', 'de', 'Ginecologia', 'y', 'Obstetricia', 'OBSTETRICS', 'GYNECOLOGY|Q4|130/136']",Sociedad Peruana De Obstetricia Y Ginecologia
Revista Ra Ximhai,0.1,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q4|235/263","['Revista', 'Ra', 'Ximhai', 'SOCIAL', 'SCIENCES', 'INTERDISCIPLINARY|Q4|235/263']",Interdisciplinary|Q4|235/263 Universidad Autonoma Indigena De Mexico
Revista Univap,0.1,MULTIDISCIPLINARY SCIENCES|Q4|122/134,"['Revista', 'Univap', 'MULTIDISCIPLINARY', 'SCIENCES|Q4|122/134']",Universidade Do Vale Do Paraiba
Revista Uruguaya de Historia Economica,0.1,ECONOMICS|Q4|585/597,"['Revista', 'Uruguaya', 'de', 'Historia', 'Economica', 'ECONOMICS|Q4|585/597']",Universidad De La Republica
SEA TECHNOLOGY,0.1,"ENGINEERING, OCEAN|Q4|18/18","['SEA', 'TECHNOLOGY', 'ENGINEERING', 'OCEAN|Q4|18/18']",Ocean|Q4|18/18 Compass Publications
Space,0.1,ARCHITECTURE|N/A|N/A,"['Space', 'ARCHITECTURE|N/A|N/A']",Riba Enterprises
Studia Prawnicze KUL,0.1,LAW|Q4|365/421,"['Studia', 'Prawnicze', 'KUL', 'LAW|Q4|365/421']",Katolicki Uniwersytet Lubelski Jana Pawla Ii
Vision Gerencial,0.1,MANAGEMENT|Q4|392/401,"['Vision', 'Gerencial', 'MANAGEMENT|Q4|392/401']",Universidad De Los Andes
Zeitschrift fur Pneumologie,0.1,RESPIRATORY SYSTEM|Q4|99/100,"['Zeitschrift', 'fur', 'Pneumologie', 'RESPIRATORY', 'SYSTEM|Q4|99/100']",Georg Thieme Verlag Kg
Anuario Calderoniano,0.1,"LITERATURE, ROMANCE|N/A|N/A","['Anuario', 'Calderoniano', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A Consejo Superior De Investigaciones Cientificas Csic
Auster,0.1,CLASSICS|N/A|N/A,"['Auster', 'CLASSICS|N/A|N/A']",Universitat De Valencia
Cauce-Revista Internacional de Filologia Comunicacion y sus Didacticas,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['Cauce-Revista', 'Internacional', 'de', 'Filologia', 'Comunicacion', 'y', 'sus', 'Didacticas', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Universidad De Sevilla
Ciudad Paz-Ando,0.1,POLITICAL SCIENCE|Q4|289/317,"['Ciudad', 'Paz-Ando', 'POLITICAL', 'SCIENCE|Q4|289/317']",Universidad De Guadalajara
Cuaderno Activa,0.1,"ENGINEERING, MULTIDISCIPLINARY|Q4|175/179","['Cuaderno', 'Activa', 'ENGINEERING', 'MULTIDISCIPLINARY|Q4|175/179']",Multidisciplinary|Q4|175/179 Universidad De Antioquia
DANCE MAGAZINE,0.1,DANCE|N/A|N/A,"['DANCE', 'MAGAZINE', 'DANCE|N/A|N/A']",Dance Media Llc
DOWN BEAT,0.1,MUSIC|N/A|N/A,"['DOWN', 'BEAT', 'MUSIC|N/A|N/A']",Maher Publications
e-Legal History Review,0.1,LAW|Q4|365/421,"['e-Legal', 'History', 'Review', 'LAW|Q4|365/421']",University Of Glasgow
Filtration + Separation,0.1,"ENGINEERING, CHEMICAL|Q4|167/170","['Filtration', 'Separation', 'ENGINEERING', 'CHEMICAL|Q4|167/170']",Chemical|Q4|167/170 Elsevier
Finlay,0.1,"MEDICINE, GENERAL & INTERNAL|Q4|300/325","['Finlay', 'MEDICINE', 'GENERAL', 'INTERNAL|Q4|300/325']",General & Internal|Q4|300/325 Editorial Ciencias Medicas
Foro-Revista de Ciencias Juridicas y Sociales. NuevaEpoca,0.1,EDUCATION & EDUCATIONAL RESEARCH|Q4|699/756,"['Foro-Revista', 'de', 'Ciencias', 'Juridicas', 'y', 'Sociales.', 'NuevaEpoca', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q4|699/756']",Universidad De La Laguna
Gastroenterologie,0.1,GASTROENTEROLOGY & HEPATOLOGY|Q4|142/143,"['Gastroenterologie', 'GASTROENTEROLOGY', 'HEPATOLOGY|Q4|142/143']",Springer
Gazeta de Antropologia,0.1,ANTHROPOLOGY|Q4|131/139,"['Gazeta', 'de', 'Antropologia', 'ANTHROPOLOGY|Q4|131/139']",Universidad De Granada
GEORGIA REVIEW,0.1,LITERARY REVIEWS|N/A|N/A,"['GEORGIA', 'REVIEW', 'LITERARY', 'REVIEWS|N/A|N/A']",University Of Georgia Press
GREAT PLAINS QUARTERLY,0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['GREAT', 'PLAINS', 'QUARTERLY', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Multidisciplinary|N/A|N/A Center For Great Plains Studies University Of Nebraska-Lincoln
HISTORIA,0.1,HISTORY|Q3|327/518,"['HISTORIA', 'HISTORY|Q3|327/518']",Franz Steiner Verlag
Historiografias-Revista de Historia y Teoria,0.1,HISTORY|Q3|327/518,"['Historiografias-Revista', 'de', 'Historia', 'y', 'Teoria', 'HISTORY|Q3|327/518']",Universidad Nacional De La Plata
HUDSON REVIEW,0.1,LITERARY REVIEWS|N/A|N/A,"['HUDSON', 'REVIEW', 'LITERARY', 'REVIEWS|N/A|N/A']",The Hudson Review Inc.
Identidade,0.1,ETHNIC STUDIES|Q4|38/39,"['Identidade', 'ETHNIC', 'STUDIES|Q4|38/39']",Universidade Federal De Santa Catarina
INSULA-REVISTA DE LETRAS Y CIENCIAS HUMANAS,0.1,LITERARY THEORY & CRITICISM|N/A|N/A,"['INSULA-REVISTA', 'DE', 'LETRAS', 'Y', 'CIENCIAS', 'HUMANAS', 'LITERARY', 'THEORY', 'CRITICISM|N/A|N/A']",Fundacion Insula
LIBRARY AND INFORMATION SCIENCE,0.1,INFORMATION SCIENCE & LIBRARY SCIENCE|Q4|150/160,"['LIBRARY', 'INFORMATION', 'SCIENCE', 'INFORMATION', 'SCIENCE', 'LIBRARY', 'SCIENCE|Q4|150/160']",M.E. Sharpe Inc.
Llengua & Literatura,0.1,LINGUISTICS|Q4|278/297,"['Llengua', 'Literatura', 'LINGUISTICS|Q4|278/297']",Universitat De Valencia
Materia Arquitectura,0.1,ARCHITECTURE|N/A|N/A,"['Materia', 'Arquitectura', 'ARCHITECTURE|N/A|N/A']",Universitat Politecnica De Catalunya
Medisur-Revista de Ciencias Medicas de Cienfuegos,0.1,"MEDICINE, GENERAL & INTERNAL|Q4|300/325","['Medisur-Revista', 'de', 'Ciencias', 'Medicas', 'de', 'Cienfuegos', 'MEDICINE', 'GENERAL', 'INTERNAL|Q4|300/325']",General & Internal|Q4|300/325 Universidad De Ciencias Medicas De Cienfuegos
OPERA,0.1,MUSIC|N/A|N/A,"['OPERA', 'MUSIC|N/A|N/A']",Opera Magazine Ltd.
Pensamiento al Margen,0.1,POLITICAL SCIENCE|Q4|289/317,"['Pensamiento', 'al', 'Margen', 'POLITICAL', 'SCIENCE|Q4|289/317']",Universidad Autonoma Metropolitana-Xochimilco
Revista de Hispanismo Filosofico,0.1,PHILOSOPHY|N/A|N/A,"['Revista', 'de', 'Hispanismo', 'Filosofico', 'PHILOSOPHY|N/A|N/A']",Universidad De Oviedo
Revue Archeologique du Centre de la France,0.1,ARCHAEOLOGY|N/A|N/A,"['Revue', 'Archeologique', 'du', 'Centre', 'de', 'la', 'France', 'ARCHAEOLOGY|N/A|N/A']",Federation Des Societes Savantes Du Centre De La France
Sala Preta,0.1,THEATER|N/A|N/A,"['Sala', 'Preta', 'THEATER|N/A|N/A']",Pontificia Universidade Catolica De Sao Paulo
SALMAGUNDI-A QUARTERLY OF THE HUMANITIES AND SOCIAL SCIENCES,0.1,LITERARY REVIEWS|N/A|N/A,"['SALMAGUNDI-A', 'QUARTERLY', 'HUMANITIES', 'SOCIAL', 'SCIENCES', 'LITERARY', 'REVIEWS|N/A|N/A']",Skidmore College
STAND,0.1,LITERARY REVIEWS|N/A|N/A,"['STAND', 'LITERARY', 'REVIEWS|N/A|N/A']",Stand Magazine Ltd
Storica,0.1,HISTORY|Q3|327/518,"['Storica', 'HISTORY|Q3|327/518']",Il Mulino
Tanz,0.1,DANCE|N/A|N/A,"['Tanz', 'DANCE|N/A|N/A']",Derra De Moroda Dance Archives
Veredas-Revista da Associacao Internacional de Lusitanistas,0.1,"LITERATURE, ROMANCE|N/A|N/A","['Veredas-Revista', 'da', 'Associacao', 'Internacional', 'de', 'Lusitanistas', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A Associacao Internacional De Lusitanistas
Pediatria i Medycyna Rodzinna-Paediatrics and Family Medicine,<0.1,PEDIATRICS|Q4|184/186,"['Pediatria', 'i', 'Medycyna', 'Rodzinna-Paediatrics', 'Family', 'Medicine', 'PEDIATRICS|Q4|184/186']",Termedia Publishing House
Romanica Olomucensia,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['Romanica', 'Olomucensia', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A Palacký University Olomouc
Missouri Review,<0.1,LITERARY REVIEWS|N/A|N/A,"['Missouri', 'Review', 'LITERARY', 'REVIEWS|N/A|N/A']",Curators Of The University Of Missouri
Scrutiny2-Issues in English Studies in Southern Africa,<0.1,LITERATURE|N/A|N/A,"['Scrutiny2-Issues', 'English', 'Studies', 'Southern', 'Africa', 'LITERATURE|N/A|N/A']",University Of Kwazulu-Natal
Zeitschrift fur Katalanistik,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['Zeitschrift', 'fur', 'Katalanistik', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A Universitat De Girona
Carte Romanze,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['Carte', 'Romanze', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A Editura Academiei Romane
OXFORD GERMAN STUDIES,<0.1,"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN|N/A|N/A","['OXFORD', 'GERMAN', 'STUDIES', 'LITERATURE', 'GERMAN', 'DUTCH', 'SCANDINAVIAN|N/A|N/A']",German Dutch Scandinavian|N/A|N/Aoxford University Press
Etudes Romanes de Brno,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['Etudes', 'Romanes', 'de', 'Brno', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A Masaryk University
PARERGON,<0.1,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,"['PARERGON', 'MEDIEVAL', 'RENAISSANCE', 'STUDIES|N/A|N/A']",Australian And New Zealand Association For Medieval And Early Modern Studies
WALLACE STEVENS JOURNAL,<0.1,POETRY|N/A|N/A,"['WALLACE', 'STEVENS', 'JOURNAL', 'POETRY|N/A|N/A']",Johns Hopkins University Press
Ben Jonson Journal,<0.1,"LITERATURE, BRITISH ISLES|N/A|N/A","['Ben', 'Jonson', 'Journal', 'LITERATURE', 'BRITISH', 'ISLES|N/A|N/A']",British Isles|N/A|N/A Edinburgh University Press
Anales Galdosianos,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['Anales', 'Galdosianos', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A Universidad Complutense De Madrid
COLLEGE LITERATURE,<0.1,LITERATURE|N/A|N/A,"['COLLEGE', 'LITERATURE', 'LITERATURE|N/A|N/A']",Johns Hopkins University Press
Digithum,<0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['Digithum', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Multidisciplinary|N/A|N/A Universidad De Navarra
ROMANISCHE FORSCHUNGEN,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['ROMANISCHE', 'FORSCHUNGEN', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A Walter De Gruyter Gmbh
Symbolae Osloenses,<0.1,CLASSICS|N/A|N/A,"['Symbolae', 'Osloenses', 'CLASSICS|N/A|N/A']",Taylor & Francis
Arizona Quarterly,<0.1,"LITERATURE, AMERICAN|N/A|N/A","['Arizona', 'Quarterly', 'LITERATURE', 'AMERICAN|N/A|N/A']",American|N/A|N/A University Of Arizona
Nordic Theatre Studies,<0.1,THEATER|N/A|N/A,"['Nordic', 'Theatre', 'Studies', 'THEATER|N/A|N/A']",Intellect
Revista Hispanica Moderna,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['Revista', 'Hispanica', 'Moderna', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A Columbia University
Manoa-A Pacific Journal of International Writing,<0.1,LITERARY REVIEWS|N/A|N/A,"['Manoa-A', 'Pacific', 'Journal', 'International', 'Writing', 'LITERARY', 'REVIEWS|N/A|N/A']",University Of Hawai'I Press
ROMANCE NOTES,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['ROMANCE', 'NOTES', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A University Of North Carolina Press
F Scott Fitzgerald Review,<0.1,"LITERATURE, AMERICAN|N/A|N/A","['F', 'Scott', 'Fitzgerald', 'Review', 'LITERATURE', 'AMERICAN|N/A|N/A']",American|N/A|N/A Penn State University Press
HISPANOFILA,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['HISPANOFILA', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A University Of North Carolina Press
RIVISTA DI LETTERATURA STORIOGRAFICA ITALIANA,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['RIVISTA', 'DI', 'LETTERATURA', 'STORIOGRAFICA', 'ITALIANA', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A Olschki
Cogent Mathematics & Statistics,<0.1,STATISTICS & PROBABILITY|Q4|168/168,"['Cogent', 'Mathematics', 'Statistics', 'STATISTICS', 'PROBABILITY|Q4|168/168']",Taylor & Francis
MEANJIN,<0.1,LITERARY REVIEWS|N/A|N/A,"['MEANJIN', 'LITERARY', 'REVIEWS|N/A|N/A']",Melbourne University Publishing
In Situ-Revue de Patrimoines,<0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['Situ-Revue', 'de', 'Patrimoines', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Multidisciplinary|N/A|N/A Ministere De La Culture Et De La Communication
Studies in American Jewish Literature,<0.1,"LITERATURE, AMERICAN|N/A|N/A","['Studies', 'American', 'Jewish', 'Literature', 'LITERATURE', 'AMERICAN|N/A|N/A']",American|N/A|N/A Penn State University Press
Vizantiiskii Vremennik,<0.1,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,"['Vizantiiskii', 'Vremennik', 'MEDIEVAL', 'RENAISSANCE', 'STUDIES|N/A|N/A']",Nauka
Exemplaria Classica,<0.1,CLASSICS|N/A|N/A,"['Exemplaria', 'Classica', 'CLASSICS|N/A|N/A']",Ohio State University Press
Technoetic Arts,<0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['Technoetic', 'Arts', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Multidisciplinary|N/A|N/A Intellect
ETUDES FRANCAISES,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['ETUDES', 'FRANCAISES', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A Presses De L'Universite De Montreal
Trans-Revista Transcultural de Musica,<0.1,MUSIC|N/A|N/A,"['Trans-Revista', 'Transcultural', 'de', 'Musica', 'MUSIC|N/A|N/A']",Instituto Complutense De Ciencias Musicales
SLAVIC AND EAST EUROPEAN JOURNAL,<0.1,"LITERATURE, SLAVIC|N/A|N/A","['SLAVIC', 'EAST', 'EUROPEAN', 'JOURNAL', 'LITERATURE', 'SLAVIC|N/A|N/A']",Slavic|N/A|N/A American Association Of Teachers Of Slavic And East European Languages
MEDIUM AEVUM,<0.1,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,"['MEDIUM', 'AEVUM', 'MEDIEVAL', 'RENAISSANCE', 'STUDIES|N/A|N/A']",Society For The Study Of Medieval Languages And Literature
Micrologus-Nature Science and Medieval Societies,<0.1,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,"['Micrologus-Nature', 'Science', 'Medieval', 'Societies', 'MEDIEVAL', 'RENAISSANCE', 'STUDIES|N/A|N/A']",Sismel-Edizioni Del Galluzzo
MISSISSIPPI QUARTERLY,<0.1,LITERARY THEORY & CRITICISM|N/A|N/A,"['MISSISSIPPI', 'QUARTERLY', 'LITERARY', 'THEORY', 'CRITICISM|N/A|N/A']",Mississippi State University
Langston Hughes Review,<0.1,"LITERATURE, AMERICAN|N/A|N/A","['Langston', 'Hughes', 'Review', 'LITERATURE', 'AMERICAN|N/A|N/A']",American|N/A|N/A Johns Hopkins University Press
Revista de Historia das Ideias,<0.1,HISTORY|Q4|450/518,"['Revista', 'de', 'Historia', 'das', 'Ideias', 'HISTORY|Q4|450/518']",Centro De Historia Da Universidade De Lisboa
Estudios de Teoria Literaria-Revista Digital-Artes Letras Humanidades,<0.1,LITERARY THEORY & CRITICISM|N/A|N/A,"['Estudios', 'de', 'Teoria', 'Literaria-Revista', 'Digital-Artes', 'Letras', 'Humanidades', 'LITERARY', 'THEORY', 'CRITICISM|N/A|N/A']",Universidad Complutense De Madrid
ZEITSCHRIFT FUR GERMANISTIK,<0.1,"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN|N/A|N/A","['ZEITSCHRIFT', 'FUR', 'GERMANISTIK', 'LITERATURE', 'GERMAN', 'DUTCH', 'SCANDINAVIAN|N/A|N/A']",German Dutch Scandinavian|N/A|N/Apeter Lang Aginternationaler Verlag Der Wissenschaften
Industrial Archaeology Review,<0.1,HISTORY|Q4|450/518,"['Industrial', 'Archaeology', 'Review', 'HISTORY|Q4|450/518']",Maney Publishing
Nashim-A Journal of Jewish Womens Studies & Gender Issues,<0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['Nashim-A', 'Journal', 'Jewish', 'Womens', 'Studies', 'Gender', 'Issues', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Multidisciplinary|N/A|N/A Indiana University Press
ATHENAEUM-STUDI PERIODICI DI LETTERATURA E STORIA DELL ANTICHITA,<0.1,CLASSICS|N/A|N/A,"['ATHENAEUM-STUDI', 'PERIODICI', 'DI', 'LETTERATURA', 'E', 'STORIA', 'DELL', 'ANTICHITA', 'CLASSICS|N/A|N/A']",Universita Degli Studi Di Pavia
Journal of Modern Chinese History,<0.1,HISTORY|Q4|450/518,"['Journal', 'Modern', 'Chinese', 'History', 'HISTORY|Q4|450/518']",Routledge
"International Journal for History, Culture and Modernity",<0.1,HISTORY|Q4|450/518,"['International', 'Journal', 'History', 'Culture', 'Modernity', 'HISTORY|Q4|450/518']",History|Q4|450/518 Routledge
KEATS-SHELLEY REVIEW,<0.1,POETRY|N/A|N/A,"['KEATS-SHELLEY', 'REVIEW', 'POETRY|N/A|N/A']",Keats-Shelley Memorial Association
Limite-Revista de Estudios Portugueses y de la Lusofonia,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['Limite-Revista', 'de', 'Estudios', 'Portugueses', 'y', 'de', 'la', 'Lusofonia', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A Universidade De Santiago De Compostela
ROMANCE PHILOLOGY,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['ROMANCE', 'PHILOLOGY', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A University Of California Press
MONUMENTA NIPPONICA,<0.1,ASIAN STUDIES|N/A|N/A,"['MONUMENTA', 'NIPPONICA', 'ASIAN', 'STUDIES|N/A|N/A']",Sophia University
Nka-Journal of Contemporary African Art,<0.1,ART|N/A|N/A,"['Nka-Journal', 'Contemporary', 'African', 'Art', 'ART|N/A|N/A']",Duke University Press
TEXAS STUDIES IN LITERATURE AND LANGUAGE,<0.1,LITERATURE|N/A|N/A,"['TEXAS', 'STUDIES', 'LITERATURE', 'LANGUAGE', 'LITERATURE|N/A|N/A']",University Of Texas Press
NEUE RUNDSCHAU,<0.1,LITERARY REVIEWS|N/A|N/A,"['NEUE', 'RUNDSCHAU', 'LITERARY', 'REVIEWS|N/A|N/A']",S. Fischer Verlag Gmbh
FAMILY & COMMUNITY HISTORY,<0.1,HISTORY|Q4|450/518,"['FAMILY', 'COMMUNITY', 'HISTORY', 'HISTORY|Q4|450/518']",Taylor & Francis
HENRY JAMES REVIEW,<0.1,"LITERATURE, BRITISH ISLES|N/A|N/A","['HENRY', 'JAMES', 'REVIEW', 'LITERATURE', 'BRITISH', 'ISLES|N/A|N/A']",British Isles|N/A|N/A Johns Hopkins University Press
ROMANISTISCHE ZEITSCHRIFT FUR LITERATURGESCHICHTE-CAHIERS D HISTOIRE DES LITTERATURES ROMANES,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['ROMANISTISCHE', 'ZEITSCHRIFT', 'FUR', 'LITERATURGESCHICHTE-CAHIERS', 'D', 'HISTOIRE', 'DES', 'LITTERATURES', 'ROMANES', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A Carl Winter Universitatsverlag
American Periodicals,<0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['American', 'Periodicals', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Multidisciplinary|N/A|N/A Johns Hopkins University Press
CESKA LITERATURA,<0.1,"LITERATURE, SLAVIC|N/A|N/A","['CESKA', 'LITERATURA', 'LITERATURE', 'SLAVIC|N/A|N/A']",Slavic|N/A|N/A Akademie Ved Ceske Republiky
Journal of Visual Art and Design,<0.1,ART|N/A|N/A,"['Journal', 'Visual', 'Art', 'Design', 'ART|N/A|N/A']",Intellect
Literary Voice,<0.1,LITERARY THEORY & CRITICISM|N/A|N/A,"['Literary', 'Voice', 'LITERARY', 'THEORY', 'CRITICISM|N/A|N/A']",Cambridge Scholars Publishing
Mechanical Engineering Reviews,<0.1,"ENGINEERING, MECHANICAL|Q4|180/180","['Mechanical', 'Engineering', 'Reviews', 'ENGINEERING', 'MECHANICAL|Q4|180/180']",Mechanical|Q4|180/180 Sage Publications
Observar,<0.1,ART|N/A|N/A,"['Observar', 'ART|N/A|N/A']",Instituto Politecnico De Tomar
SCANDINAVICA,<0.1,"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN|N/A|N/A","['SCANDINAVICA', 'LITERATURE', 'GERMAN', 'DUTCH', 'SCANDINAVIAN|N/A|N/A']",German Dutch Scandinavian|N/A|N/Ataylor & Francis
Codex Aquilarensis,<0.1,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,"['Codex', 'Aquilarensis', 'MEDIEVAL', 'RENAISSANCE', 'STUDIES|N/A|N/A']",Universidad De Deusto
MIDWEST QUARTERLY-A JOURNAL OF CONTEMPORARY THOUGHT,<0.1,LITERARY THEORY & CRITICISM|N/A|N/A,"['MIDWEST', 'QUARTERLY-A', 'JOURNAL', 'CONTEMPORARY', 'THOUGHT', 'LITERARY', 'THEORY', 'CRITICISM|N/A|N/A']",Pittsburg State University
PRINT QUARTERLY,<0.1,ART|N/A|N/A,"['PRINT', 'QUARTERLY', 'ART|N/A|N/A']",Print Quarterly Publications
QUADERNI URBINATI DI CULTURA CLASSICA,<0.1,CLASSICS|N/A|N/A,"['QUADERNI', 'URBINATI', 'DI', 'CULTURA', 'CLASSICA', 'CLASSICS|N/A|N/A']",Edizioni Quattro Venti
Rivista di Filologia e di Istruzione Classica,<0.1,CLASSICS|N/A|N/A,"['Rivista', 'di', 'Filologia', 'e', 'di', 'Istruzione', 'Classica', 'CLASSICS|N/A|N/A']",Loescher Editore
Vernacular Architecture,<0.1,ARCHITECTURE|N/A|N/A,"['Vernacular', 'Architecture', 'ARCHITECTURE|N/A|N/A']",Vernacular Architecture Group
Haser-Revista Internacional de Filosofia Aplicada,<0.1,PHILOSOPHY|N/A|N/A,"['Haser-Revista', 'Internacional', 'de', 'Filosofia', 'Aplicada', 'PHILOSOPHY|N/A|N/A']",Universidad De Sevilla
CRITICA-REVISTA HISPANOAMERICANA DE FILOSOFIA,<0.1,PHILOSOPHY|N/A|N/A,"['CRITICA-REVISTA', 'HISPANOAMERICANA', 'DE', 'FILOSOFIA', 'PHILOSOPHY|N/A|N/A']",Instituto De Investigaciones Filosoficas-Unam
Madrygal-Revista de Estudios Gallegos,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['Madrygal-Revista', 'de', 'Estudios', 'Gallegos', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A Universidade De Santiago De Compostela
Zutot,<0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['Zutot', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Multidisciplinary|N/A|N/A Ben-Gurion University Of The Negev
Austrian Studies,<0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['Austrian', 'Studies', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Multidisciplinary|N/A|N/A Modern Humanities Research Association
Cedille-Revista de Estudios Franceses,<0.1,"LITERATURE, ROMANCE|N/A|N/A","['Cedille-Revista', 'de', 'Estudios', 'Franceses', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance|N/A|N/A Universidad Autonoma De Madrid
Herald of an Archivist,<0.1,HISTORY|Q4|450/518,"['Herald', 'Archivist', 'HISTORY|Q4|450/518']",Rossiiskoe Obshchestvo Istorikov-Arkhivistov
Deltion of the Christian Archaeological Society,<0.1,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,"['Deltion', 'Christian', 'Archaeological', 'Society', 'MEDIEVAL', 'RENAISSANCE', 'STUDIES|N/A|N/A']",Christian Archaeological Society
Knjizevna Smotra,<0.1,"LITERATURE, SLAVIC|N/A|N/A","['Knjizevna', 'Smotra', 'LITERATURE', 'SLAVIC|N/A|N/A']",Slavic|N/A|N/A Hrvatsko Drustvo Pisaca
MOREANA,<0.1,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,"['MOREANA', 'MEDIEVAL', 'RENAISSANCE', 'STUDIES|N/A|N/A']",Association Internationale Des Amis De Thomas More
PENNSYLVANIA MAGAZINE OF HISTORY AND BIOGRAPHY,<0.1,HISTORY|Q4|450/518,"['PENNSYLVANIA', 'MAGAZINE', 'HISTORY', 'BIOGRAPHY', 'HISTORY|Q4|450/518']",Historical Society Of Pennsylvania
Edith Wharton Review,<0.1,"LITERATURE, AMERICAN|N/A|N/A","['Edith', 'Wharton', 'Review', 'LITERATURE', 'AMERICAN|N/A|N/A']",American|N/A|N/A Edith Wharton Society
NURSING HISTORY REVIEW,<0.1,HISTORY|Q4|450/518,"['NURSING', 'HISTORY', 'REVIEW', 'HISTORY|Q4|450/518']",Springer Publishing Company
Prolegomena,<0.1,PHILOSOPHY|N/A|N/A,"['Prolegomena', 'PHILOSOPHY|N/A|N/A']",University Of Zagreb
