Name,JIF,Category,Keywords,Publisher,Decsion Time
Taller de la Historia,0.1,HISTORY|Q3|327/518,"['Taller', 'de', 'la', 'Historia', 'HISTORY|Q3|327/518']",Universidad De Antioquia,30
Teksty Drugie,0.1,"LITERATURE, SLAVIC|N/A|N/A","['Teksty', 'Drugie', 'LITERATURE', 'SLAVIC|N/A|N/A']",Slavic,180
Uchenye Zapiski Kazanskogo Universiteta-Seriya Fiziko-Matematicheskie Nauki,0.1,"MATHEMATICS, APPLIED|Q4|329/331","['Uchenye', 'Zapiski', 'Kazanskogo', 'Universiteta-Seriya', 'Fiziko-Matematicheskie', 'Nauki', 'MATHEMATICS', 'APPLIED|Q4|329/331']",Applied,30
X-Ray Structure Analysis Online,0.1,CRYSTALLOGRAPHY|Q4|33/33,"['X-Ray', 'Structure', 'Analysis', 'Online', 'CRYSTALLOGRAPHY|Q4|33/33']",Oldenbourg Wissenschaftsverlag,14
Anos 90,0.1,HISTORY|Q3|327/518,"['Anos', '90', 'HISTORY|Q3|327/518']",Universidade Federal Fluminense,30
Anuario de Historia Regional y de las Fronteras,0.1,HISTORY|Q3|327/518,"['Anuario', 'de', 'Historia', 'Regional', 'y', 'de', 'las', 'Fronteras', 'HISTORY|Q3|327/518']",Universidad Nacional Del Comahue,30
Anuario de la Escuela de Historia Virtual,0.1,HISTORY|Q3|327/518,"['Anuario', 'de', 'la', 'Escuela', 'de', 'Historia', 'Virtual', 'HISTORY|Q3|327/518']",Universidad Nacional De Lujan,90
Archivum,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['Archivum', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Palacký University Olomouc,30
Arthur Miller Journal,0.1,THEATER|N/A|N/A,"['Arthur', 'Miller', 'Journal', 'THEATER|N/A|N/A']",Penn State University Press,60
CELEHIS-Revista del Centro de Letras Hispanoamericanas,0.1,"LITERATURE, ROMANCE|N/A|N/A","['CELEHIS-Revista', 'del', 'Centro', 'de', 'Letras', 'Hispanoamericanas', 'LITERATURE', 'ROMANCE|N/A|N/A']",Romance,90
Collectivus-Revista de Ciencias Sociales,0.1,AREA STUDIES|Q4|154/176,"['Collectivus-Revista', 'de', 'Ciencias', 'Sociales', 'AREA', 'STUDIES|Q4|154/176']",Universidad Nacional De Colombia,90
Comunicacio-Revista de Recerca i d Analisi,0.1,COMMUNICATION|Q4|217/227,"['Comunicacio-Revista', 'de', 'Recerca', 'i', 'd', 'Analisi', 'COMMUNICATION|Q4|217/227']",Universitat Autonoma De Barcelona,60
Coordenadas-Revista de Historia Local y Regional,0.1,HISTORY|Q3|327/518,"['Coordenadas-Revista', 'de', 'Historia', 'Local', 'y', 'Regional', 'HISTORY|Q3|327/518']",Universidad De Santiago De Compostela,90
CTAD-Cumhuriyet Tarihi Arastirmalari Dergisi,0.1,HISTORY|Q3|327/518,"['CTAD-Cumhuriyet', 'Tarihi', 'Arastirmalari', 'Dergisi', 'HISTORY|Q3|327/518']",Ataturk University,30
CUADERNOS HISPANOAMERICANOS,0.1,LITERARY REVIEWS|N/A|N/A,"['CUADERNOS', 'HISPANOAMERICANOS', 'LITERARY', 'REVIEWS|N/A|N/A']",Agencia Espanola De Cooperacion Internacional Para El Desarrollo (Aecid),30
Estudios Sociales-Revista Universitaria Semestral,0.1,HISTORY|Q3|327/518,"['Estudios', 'Sociales-Revista', 'Universitaria', 'Semestral', 'HISTORY|Q3|327/518']",Universidad Nacional De Costa Rica,30
Indonesia Law Review,0.1,LAW|Q4|365/421,"['Indonesia', 'Law', 'Review', 'LAW|Q4|365/421']",University Of Indonesia,30
Internationale Katholische Zeitschrift Communio,0.1,RELIGION|N/A|N/A,"['Internationale', 'Katholische', 'Zeitschrift', 'Communio', 'RELIGION|N/A|N/A']",Verlag Herder Kg,90
JOURNAL OF MEDITERRANEAN STUDIES,0.1,HISTORY|Q3|327/518,"['JOURNAL', 'MEDITERRANEAN', 'STUDIES', 'HISTORY|Q3|327/518']",University Of Malta,90
LIBERTE,0.1,LITERARY REVIEWS|N/A|N/A,"['LIBERTE', 'LITERARY', 'REVIEWS|N/A|N/A']",Liberte,90
LINGUISTIQUE,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['LINGUISTIQUE', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Presses Universitaires De France,90
Logos & Pneuma-Chinese Journal of Theology,0.1,RELIGION|N/A|N/A,"['Logos', 'Pneuma-Chinese', 'Journal', 'Theology', 'RELIGION|N/A|N/A']",Logos & Pneuma,30
Novos Cadernos NAEA,0.1,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q4|235/263","['Novos', 'Cadernos', 'NAEA', 'SOCIAL', 'SCIENCES', 'INTERDISCIPLINARY|Q4|235/263']",Interdisciplinary,30
Per Linguam-A Journal of Language Learning,0.1,EDUCATION & EDUCATIONAL RESEARCH|Q4|699/756,"['Per', 'Linguam-A', 'Journal', 'Language', 'Learning', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q4|699/756']",Universidade Federal De Santa Catarina,60
Politicka Misao-Croatian Political Science Review,0.1,POLITICAL SCIENCE|Q4|289/317,"['Politicka', 'Misao-Croatian', 'Political', 'Science', 'Review', 'POLITICAL', 'SCIENCE|Q4|289/317']",Faculty Of Political Science University Of Zagreb,30
RIHA Journal,0.1,ART|N/A|N/A,"['RIHA', 'Journal', 'ART|N/A|N/A']",International Association Of Research Institutes In The History Of Art,30
Symposium-Canadian Journal of Continental Philosophy,0.1,PHILOSOPHY|N/A|N/A,"['Symposium-Canadian', 'Journal', 'Continental', 'Philosophy', 'PHILOSOPHY|N/A|N/A']",University Of Ottawa,90
Tarih Incelemeleri Dergisi,0.1,HISTORY|Q3|327/518,"['Tarih', 'Incelemeleri', 'Dergisi', 'HISTORY|Q3|327/518']",Ege University,30
Vestnik Tomskogo Gosudarstvennogo Universiteta-Pravo-Tomsk State University Journal of Law,0.1,LAW|Q4|365/421,"['Vestnik', 'Tomskogo', 'Gosudarstvennogo', 'Universiteta-Pravo-Tomsk', 'State', 'University', 'Journal', 'Law', 'LAW|Q4|365/421']",National Research Tomsk State University,30
Wesley and Methodist Studies,0.1,RELIGION|N/A|N/A,"['Wesley', 'Methodist', 'Studies', 'RELIGION|N/A|N/A']",Wesleyan Theological Society,30
Acta Germanica-German studies in Africa,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['Acta', 'Germanica-German', 'studies', 'Africa', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Unisa Press,30
Advances and Applications in Statistics,0.1,STATISTICS & PROBABILITY|Q4|165/168,"['Advances', 'Applications', 'Statistics', 'STATISTICS', 'PROBABILITY|Q4|165/168']",Pushpa Publishing House,60
Agora-Papeles de Filosofia,0.1,PHILOSOPHY|N/A|N/A,"['Agora-Papeles', 'de', 'Filosofia', 'PHILOSOPHY|N/A|N/A']",Universitat De Valencia,30
Analele Universitatii Bucuresti-Stiinte Politice,0.1,POLITICAL SCIENCE|Q4|289/317,"['Analele', 'Universitatii', 'Bucuresti-Stiinte', 'Politice', 'POLITICAL', 'SCIENCE|Q4|289/317']",University Of Bucharest,30
Anuario Espanol de Derecho Internacional Privado,0.1,LAW|Q4|365/421,"['Anuario', 'Espanol', 'de', 'Derecho', 'Internacional', 'Privado', 'LAW|Q4|365/421']",Centro De Estudios De Derecho Internacional,90
Art Style,0.1,ART|N/A|N/A,"['Art', 'Style', 'ART|N/A|N/A']",Kazan State University,90
Caravelle,0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['Caravelle', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Multidisciplinary,30
Catholic Social Science Review,0.1,RELIGION|N/A|N/A,"['Catholic', 'Social', 'Science', 'Review', 'RELIGION|N/A|N/A']",Catholic Social Science Review,90
Endoxa-Series Filosoficas,0.1,PHILOSOPHY|N/A|N/A,"['Endoxa-Series', 'Filosoficas', 'PHILOSOPHY|N/A|N/A']",Universidad Nacional Autonoma De Mexico,30
Geosaberes,0.1,EDUCATION & EDUCATIONAL RESEARCH|Q4|699/756,"['Geosaberes', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q4|699/756']",Universidad Pedagogica Y Tecnologica De Colombia,30
Historia Instituciones Documentos,0.1,HISTORY|Q3|327/518,"['Historia', 'Instituciones', 'Documentos', 'HISTORY|Q3|327/518']",Universidad De Sevilla,30
History and Sociology of South Asia,0.1,AREA STUDIES|Q4|154/176,"['History', 'Sociology', 'South', 'Asia', 'AREA', 'STUDIES|Q4|154/176']",Sage Publications,60
Ideas y Valores,0.1,PHILOSOPHY|N/A|N/A,"['Ideas', 'y', 'Valores', 'PHILOSOPHY|N/A|N/A']",Universidad Nacional De Colombia,90
Journal of Oral Health and Oral Epidemiology,0.1,"DENTISTRY, ORAL SURGERY & MEDICINE|Q4|151/157","['Journal', 'Oral', 'Health', 'Oral', 'Epidemiology', 'DENTISTRY', 'ORAL', 'SURGERY', 'MEDICINE|Q4|151/157']",Oral Surgery & Medicine,154
MUTTERSPRACHE,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['MUTTERSPRACHE', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Gesellschaft Fuer Deutsche Sprache,60
SPRACHE-STIMME-GEHOR,0.1,OTORHINOLARYNGOLOGY|Q4|63/65,"['SPRACHE-STIMME-GEHOR', 'OTORHINOLARYNGOLOGY|Q4|63/65']",Thieme,30
Surgical Techniques Development,0.1,SURGERY|Q4|282/290,"['Surgical', 'Techniques', 'Development', 'SURGERY|Q4|282/290']",Sage Publications,30
Urdimento-Revista de Estudos em Artes Cenicas,0.1,THEATER|N/A|N/A,"['Urdimento-Revista', 'de', 'Estudos', 'em', 'Artes', 'Cenicas', 'THEATER|N/A|N/A']",Universidade Federal Do Rio Grande Do Sul,30
Vestnik Tomskogo Gosudarstvennogo Universiteta-Filosofiya-Sotsiologiya-Politologiya-Tomsk State University Journal of Philosophy Sociology and Political Science,0.1,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q4|235/263","['Vestnik', 'Tomskogo', 'Gosudarstvennogo', 'Universiteta-Filosofiya-Sotsiologiya-Politologiya-Tomsk', 'State', 'University', 'Journal', 'Philosophy', 'Sociology', 'Political', 'Science', 'SOCIAL', 'SCIENCES', 'INTERDISCIPLINARY|Q4|235/263']",Interdisciplinary,30
ZEITSCHRIFT FUR AGYPTISCHE SPRACHE UND ALTERTUMSKUNDE,0.1,ARCHAEOLOGY|N/A|N/A,"['ZEITSCHRIFT', 'FUR', 'AGYPTISCHE', 'SPRACHE', 'UND', 'ALTERTUMSKUNDE', 'ARCHAEOLOGY|N/A|N/A']",Akademie Verlag Gmbh,90
ZEITSCHRIFT FUR PADAGOGIK,0.1,EDUCATION & EDUCATIONAL RESEARCH|Q4|699/756,"['ZEITSCHRIFT', 'FUR', 'PADAGOGIK', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q4|699/756']",Beltz Juventa,90
Zibaldone-Estudios Italianos de La Torre del Virrey,0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['Zibaldone-Estudios', 'Italianos', 'de', 'La', 'Torre', 'del', 'Virrey', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Multidisciplinary,30
Academic Journal of Modern Philology,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['Academic', 'Journal', 'Modern', 'Philology', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Universidad Complutense De Madrid,90
African Journal of Rhetoric,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['African', 'Journal', 'Rhetoric', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Unisa Press,90
African Sociological Review,0.1,SOCIOLOGY|Q4|210/217,"['African', 'Sociological', 'Review', 'SOCIOLOGY|Q4|210/217']",Codesria,90
ARTHROSKOPIE,0.1,SURGERY|Q4|282/290,"['ARTHROSKOPIE', 'SURGERY|Q4|282/290']",Arthroscopy Association Of North America,21
AUT AUT,0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['AUT', 'AUT', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Multidisciplinary,30
Cadernos de Estudos Linguisticos,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['Cadernos', 'de', 'Estudos', 'Linguisticos', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Universidade Federal De Campina Grande,60
Cuadernos de Antropologia,0.1,ANTHROPOLOGY|Q4|131/139,"['Cuadernos', 'de', 'Antropologia', 'ANTHROPOLOGY|Q4|131/139']",Universidad De Los Andes,90
Debats-Revista de Cultura Poder i Societat,0.1,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q4|235/263","['Debats-Revista', 'de', 'Cultura', 'Poder', 'i', 'Societat', 'SOCIAL', 'SCIENCES', 'INTERDISCIPLINARY|Q4|235/263']",Interdisciplinary,60
E-Spania-Revue Electronique d etudes Hispaniques Medievales,0.1,MEDIEVAL & RENAISSANCE STUDIES|N/A|N/A,"['E-Spania-Revue', 'Electronique', 'd', 'etudes', 'Hispaniques', 'Medievales', 'MEDIEVAL', 'RENAISSANCE', 'STUDIES|N/A|N/A']",Universite Paris-Sorbonne,60
Elemente der Mathematik,0.1,MATHEMATICS|Q4|482/489,"['Elemente', 'der', 'Mathematik', 'MATHEMATICS|Q4|482/489']",European Mathematical Society Publishing House,60
En Blanco-Revista de Arquitectura,0.1,ARCHITECTURE|N/A|N/A,"['En', 'Blanco-Revista', 'de', 'Arquitectura', 'ARCHITECTURE|N/A|N/A']",Universidad De Sevilla,30
Engineering Technologies and Systems,0.1,"ENGINEERING, MULTIDISCIPLINARY|Q4|175/179","['Engineering', 'Technologies', 'Systems', 'ENGINEERING', 'MULTIDISCIPLINARY|Q4|175/179']",Multidisciplinary,30
Estudios de Derecho,0.1,LAW|Q4|365/421,"['Estudios', 'de', 'Derecho', 'LAW|Q4|365/421']",Universidad De Los Andes,30
Estudios-Centro de Estudios Avanzados-Universidad Nacional de Cordoba,0.1,MULTIDISCIPLINARY SCIENCES|Q4|122/134,"['Estudios-Centro', 'de', 'Estudios', 'Avanzados-Universidad', 'Nacional', 'de', 'Cordoba', 'MULTIDISCIPLINARY', 'SCIENCES|Q4|122/134']",Universidad Nacional De Cordoba,90
ETD Educacao Tematica Digital,0.1,EDUCATION & EDUCATIONAL RESEARCH|Q4|699/756,"['ETD', 'Educacao', 'Tematica', 'Digital', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q4|699/756']",Universidade Federal Do Rio Grande Do Sul,30
European Journal of Transformation Studies,0.1,POLITICAL SCIENCE|Q4|289/317,"['European', 'Journal', 'Transformation', 'Studies', 'POLITICAL', 'SCIENCE|Q4|289/317']",European Association For Transformation Studies,30
FILOSOFICKY CASOPIS,0.1,PHILOSOPHY|N/A|N/A,"['FILOSOFICKY', 'CASOPIS', 'PHILOSOPHY|N/A|N/A']",Slovak Academy Of Sciences,90
Forma y Funcion,0.1,LINGUISTICS|Q4|278/297,"['Forma', 'y', 'Funcion', 'LINGUISTICS|Q4|278/297']",Universidad Nacional Autonoma De Mexico,30
Groups Complexity Cryptology,0.1,MATHEMATICS|Q4|482/489,"['Groups', 'Complexity', 'Cryptology', 'MATHEMATICS|Q4|482/489']",De Gruyter,60
Historia Actual Online,0.1,HISTORY|Q3|327/518,"['Historia', 'Actual', 'Online', 'HISTORY|Q3|327/518']",Universidad De Cadiz,30
INTERNATIONAL JOURNAL OF FRANCOPHONE STUDIES,0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['INTERNATIONAL', 'JOURNAL', 'FRANCOPHONE', 'STUDIES', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Multidisciplinary,90
International Journal of Orthodontic Rehabilitation,0.1,"DENTISTRY, ORAL SURGERY & MEDICINE|Q4|151/157","['International', 'Journal', 'Orthodontic', 'Rehabilitation', 'DENTISTRY', 'ORAL', 'SURGERY', 'MEDICINE|Q4|151/157']",Oral Surgery & Medicine,21
Intersezioni,0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['Intersezioni', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Multidisciplinary,90
JOURNAL OF PRE-RAPHAELITE STUDIES-NEW SERIES,0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['JOURNAL', 'PRE-RAPHAELITE', 'STUDIES-NEW', 'SERIES', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Multidisciplinary,90
Korean Journal of International Studies,0.1,INTERNATIONAL RELATIONS|Q4|161/165,"['Korean', 'Journal', 'International', 'Studies', 'INTERNATIONAL', 'RELATIONS|Q4|161/165']",Korean Association Of International Studies,30
Korean Journal of Medical History,0.1,HISTORY & PHILOSOPHY OF SCIENCE|Q4|96/104,"['Korean', 'Journal', 'Medical', 'History', 'HISTORY', 'PHILOSOPHY', 'SCIENCE|Q4|96/104']",Korean Society For The History Of Medicine,60
MOKUZAI GAKKAISHI,0.1,"MATERIALS SCIENCE, PAPER & WOOD|Q4|22/23","['MOKUZAI', 'GAKKAISHI', 'MATERIALS', 'SCIENCE', 'PAPER', 'WOOD|Q4|22/23']",Paper & Wood,30
NEUPHILOLOGISCHE MITTEILUNGEN,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['NEUPHILOLOGISCHE', 'MITTEILUNGEN', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Modern Language Society Of Helsinki,90
Nineteenth-Century Art Worldwide,0.1,ART|N/A|N/A,"['Nineteenth-Century', 'Art', 'Worldwide', 'ART|N/A|N/A']",Nineteenth-Century Art Worldwide,30
Plura-Revista de Estudos de Religiao,0.1,RELIGION|N/A|N/A,"['Plura-Revista', 'de', 'Estudos', 'de', 'Religiao', 'RELIGION|N/A|N/A']",Pontificia Universidade Catolica De Sao Paulo,30
Pravo-Zhurnal Vysshei Shkoly Ekonomiki,0.1,LAW|Q4|365/421,"['Pravo-Zhurnal', 'Vysshei', 'Shkoly', 'Ekonomiki', 'LAW|Q4|365/421']",National Research University Higher School Of Economics,30
Radovi Zavoda za povijesne znanosti HAZU u Zadru,0.1,HISTORY|Q3|327/518,"['Radovi', 'Zavoda', 'za', 'povijesne', 'znanosti', 'HAZU', 'u', 'Zadru', 'HISTORY|Q3|327/518']",Croatian Academy Of Sciences And Arts,90
REVISTA DE BIOLOGIA MARINA Y OCEANOGRAFIA,0.1,OCEANOGRAPHY|Q4|65/65,"['REVISTA', 'DE', 'BIOLOGIA', 'MARINA', 'Y', 'OCEANOGRAFIA', 'OCEANOGRAPHY|Q4|65/65']",Universidad Catolica Del Norte,60
Revista de Investigacion sobre Flamenco-La Madruga,0.1,MUSIC|N/A|N/A,"['Revista', 'de', 'Investigacion', 'sobre', 'Flamenco-La', 'Madruga', 'MUSIC|N/A|N/A']",Universidad De Sevilla,90
Revista Internacional de Relaciones Publicas,0.1,COMMUNICATION|Q4|217/227,"['Revista', 'Internacional', 'de', 'Relaciones', 'Publicas', 'COMMUNICATION|Q4|217/227']",Asociacion De Investigacion De Relaciones Publicas,60
Revista Latinoamericana de Metodologia de la Investigacion Social,0.1,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q4|235/263","['Revista', 'Latinoamericana', 'de', 'Metodologia', 'de', 'la', 'Investigacion', 'Social', 'SOCIAL', 'SCIENCES', 'INTERDISCIPLINARY|Q4|235/263']",Interdisciplinary,60
REVUE DU NORD,0.1,HISTORY|Q3|327/518,"['REVUE', 'DU', 'NORD', 'HISTORY|Q3|327/518']",Universite De Lille,90
Signo y Sena-Revista del Instituto de Linguistica,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['Signo', 'y', 'Sena-Revista', 'del', 'Instituto', 'de', 'Linguistica', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Universidad De Buenos Aires,30
St Theresa Journal of Humanities and Social Sciences,0.1,"SOCIAL SCIENCES, INTERDISCIPLINARY|Q4|235/263","['St', 'Theresa', 'Journal', 'Humanities', 'Social', 'Sciences', 'SOCIAL', 'SCIENCES', 'INTERDISCIPLINARY|Q4|235/263']",Interdisciplinary,30
Strenae-Recherches sur les Livres et les Objets Culturels de L Enfance,0.1,"HUMANITIES, MULTIDISCIPLINARY|N/A|N/A","['Strenae-Recherches', 'sur', 'les', 'Livres', 'et', 'les', 'Objets', 'Culturels', 'de', 'L', 'Enfance', 'HUMANITIES', 'MULTIDISCIPLINARY|N/A|N/A']",Multidisciplinary,60
Studia Historiae Oeconomicae,0.1,HISTORY OF SOCIAL SCIENCES|Q4|42/42,"['Studia', 'Historiae', 'Oeconomicae', 'HISTORY', 'SOCIAL', 'SCIENCES|Q4|42/42']",Uniwersytet Ekonomiczny W Poznaniu,30
Techniques in Foot and Ankle Surgery,0.1,ORTHOPEDICS|Q4|135/136,"['Techniques', 'Foot', 'Ankle', 'Surgery', 'ORTHOPEDICS|Q4|135/136']",Lippincott Williams & Wilkins,21
Treballs de Sociolinguistica Catalana,0.1,LINGUISTICS|Q4|278/297,"['Treballs', 'de', 'Sociolinguistica', 'Catalana', 'LINGUISTICS|Q4|278/297']",Universitat De Barcelona,90
Alkoholizm i Narkomania-Alcoholism and Drug Addiction,0.1,SUBSTANCE ABUSE|Q4|54/55,"['Alkoholizm', 'i', 'Narkomania-Alcoholism', 'Drug', 'Addiction', 'SUBSTANCE', 'ABUSE|Q4|54/55']",Instytut Psychiatrii I Neurologii,30
Archiv fur Rechts- und Sozialphilosophie,0.1,PHILOSOPHY|N/A|N/A,"['Archiv', 'fur', 'Rechts-', 'und', 'Sozialphilosophie', 'PHILOSOPHY|N/A|N/A']",Franz Steiner Verlag,180
Atalante-Revista de Estudios Cinematograficos,0.1,"FILM, RADIO, TELEVISION|N/A|N/A","['Atalante-Revista', 'de', 'Estudios', 'Cinematograficos', 'FILM', 'RADIO', 'TELEVISION|N/A|N/A']",Radio Television,60
BRAC-Barcelona Research Art Creation,0.1,ART|N/A|N/A,"['BRAC-Barcelona', 'Research', 'Art', 'Creation', 'ART|N/A|N/A']",Universitat De Barcelona,30
Comparative and International Law Journal of Southern Africa-CILSA,0.1,LAW|Q4|365/421,"['Comparative', 'International', 'Law', 'Journal', 'Southern', 'Africa-CILSA', 'LAW|Q4|365/421']",University Of South Africa,90
Cuaderno de Notas,0.1,ARCHITECTURE|N/A|N/A,"['Cuaderno', 'de', 'Notas', 'ARCHITECTURE|N/A|N/A']",Universidad Nacional De Colombia,90
Curriculum Matters,0.1,EDUCATION & EDUCATIONAL RESEARCH|Q4|699/756,"['Curriculum', 'Matters', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q4|699/756']",Taylor & Francis,90
De Jure Law Journal,0.1,LAW|Q4|365/421,"['De', 'Jure', 'Law', 'Journal', 'LAW|Q4|365/421']",University Of Pretoria,30
DEUTSCHE SPRACHE,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['DEUTSCHE', 'SPRACHE', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Erich Schmidt Verlag Gmbh & Co,60
Dialogo das Letras,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['Dialogo', 'das', 'Letras', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Universidade Federal Do Parana,30
English in Australia,0.1,EDUCATION & EDUCATIONAL RESEARCH|Q4|699/756,"['English', 'Australia', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q4|699/756']",Australian Association For The Teaching Of English,30
Espacios en Blanco-Serie Indagaciones,0.1,EDUCATION & EDUCATIONAL RESEARCH|Q4|699/756,"['Espacios', 'en', 'Blanco-Serie', 'Indagaciones', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q4|699/756']",Universidad De Sevilla,90
ETUDES GERMANIQUES,0.1,"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN|N/A|N/A","['ETUDES', 'GERMANIQUES', 'LITERATURE', 'GERMAN', 'DUTCH', 'SCANDINAVIAN|N/A|N/A']",German Dutch Scandinavian,30
Geophysics and Geophysical Exploration,0.1,GEOCHEMISTRY & GEOPHYSICS|Q4|100/101,"['Geophysics', 'Geophysical', 'Exploration', 'GEOCHEMISTRY', 'GEOPHYSICS|Q4|100/101']",Chinese Geophysical Society,30
Hermeneus,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['Hermeneus', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Radboud University,30
Icelandic Review of Politics & Administration,0.1,POLITICAL SCIENCE|Q4|289/317,"['Icelandic', 'Review', 'Politics', 'Administration', 'POLITICAL', 'SCIENCE|Q4|289/317']",University Of Iceland,60
International Journal of Emergency Management,0.1,MANAGEMENT|Q4|392/401,"['International', 'Journal', 'Emergency', 'Management', 'MANAGEMENT|Q4|392/401']",Inderscience Enterprises Ltd,60
JP Journal of Biostatistics,0.1,STATISTICS & PROBABILITY|Q4|165/168,"['JP', 'Journal', 'Biostatistics', 'STATISTICS', 'PROBABILITY|Q4|165/168']",Pushpa Publishing House,60
Linguistica e Filologia,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['Linguistica', 'e', 'Filologia', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Universita Di Bergamo,90
Linguistica y Literatura,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['Linguistica', 'y', 'Literatura', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Pontificia Universidad Catolica De Chile,30
Linhas Criticas,0.1,EDUCATION & EDUCATIONAL RESEARCH|Q4|699/756,"['Linhas', 'Criticas', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q4|699/756']",Universidade Federal Da Paraiba,30
NTU Management Review,0.1,MANAGEMENT|Q4|392/401,"['NTU', 'Management', 'Review', 'MANAGEMENT|Q4|392/401']",National Taiwan University,60
Open Insight,0.1,PHILOSOPHY|N/A|N/A,"['Open', 'Insight', 'PHILOSOPHY|N/A|N/A']",University Of Rijeka,30
PHYTON-ANNALES REI BOTANICAE,0.1,PLANT SCIENCES|Q4|263/265,"['PHYTON-ANNALES', 'REI', 'BOTANICAE', 'PLANT', 'SCIENCES|Q4|263/265']",Austrian Academy Of Sciences Press,30
Qualitative & Quantitative Methods in Libraries,0.1,INFORMATION SCIENCE & LIBRARY SCIENCE|Q4|150/160,"['Qualitative', 'Quantitative', 'Methods', 'Libraries', 'INFORMATION', 'SCIENCE', 'LIBRARY', 'SCIENCE|Q4|150/160']",Emerald,30
Revista da Anpoll,0.1,LANGUAGE & LINGUISTICS|N/A|N/A,"['Revista', 'da', 'Anpoll', 'LANGUAGE', 'LINGUISTICS|N/A|N/A']",Universidade Federal Do Rio Grande Do Sul,60
Revista de Arqueologia Historica Argentina y Latinoamericana,0.1,ARCHAEOLOGY|N/A|N/A,"['Revista', 'de', 'Arqueologia', 'Historica', 'Argentina', 'y', 'Latinoamericana', 'ARCHAEOLOGY|N/A|N/A']",Universidad De Buenos Aires,90
Revista de Estudios en Seguridad Internacional-RESI,0.1,INTERNATIONAL RELATIONS|Q4|161/165,"['Revista', 'de', 'Estudios', 'en', 'Seguridad', 'Internacional-RESI', 'INTERNATIONAL', 'RELATIONS|Q4|161/165']",Instituto Espanol De Estudios Estrategicos,30
Revista EDaPECI-Educacao a Distancia e Praticas Educativas Comunicacionais e Interculturais,0.1,EDUCATION & EDUCATIONAL RESEARCH|Q4|699/756,"['Revista', 'EDaPECI-Educacao', 'Distancia', 'e', 'Praticas', 'Educativas', 'Comunicacionais', 'e', 'Interculturais', 'EDUCATION', 'EDUCATIONAL', 'RESEARCH|Q4|699/756']",Universidade Federal De Pelotas,30
